"Customer ID","Age","Gender","Purchase Amount (USD)","Item Purchased","Category","Size","Color","Season","Location","Frequency of Purchases","Previous Purchases","Shipping Type","Payment Method","Promo Code Used","Subscription Status","Rating Category","Rating"
"1709","35","Male","58","Boots","Footwear","L","Cyan","Spring","Florida","Quarterly","1","Express","Credit Card","False","False","Low","3.2"
"1710","45","Male","83","Skirt","Clothing","M","Pink","Winter","Indiana","Annually","19","Standard","Bank Transfer","False","False","Medium","3.8"
"1711","19","Male","59","Pants","Clothing","Xl","Orange","Fall","Arkansas","Quarterly","7","Store Pickup","Credit Card","False","False","Medium","3.8"
"1712","21","Male","93","T-Shirt","Clothing","M","Lavender","Spring","North Carolina","Monthly","19","Express","Credit Card","False","False","High","4.7"
"1713","65","Male","87","T-Shirt","Clothing","S","Beige","Fall","Illinois","Fortnightly","9","2-Day Shipping","Cash","False","False","Medium","3.8"
"1714","49","Male","22","Jacket","Outerwear","M","Pink","Winter","Missouri","Quarterly","37","Free Shipping","Paypal","False","False","High","4.6"
"1715","30","Male","71","Jeans","Clothing","S","Charcoal","Summer","South Dakota","Monthly","15","Standard","Cash","False","False","Medium","4.4"
"1716","23","Male","69","Dress","Clothing","Xl","Gray","Spring","Idaho","Bi-Weekly","30","2-Day Shipping","Paypal","False","False","Low","3.4"
"1717","69","Male","47","Blouse","Clothing","M","Cyan","Winter","Connecticut","Every 3 Months","30","Standard","Cash","False","False","High","4.7"
"1718","29","Male","50","Hoodie","Clothing","L","Orange","Summer","Hawaii","Bi-Weekly","16","Express","Debit Card","False","False","Low","2.9"
"1719","54","Male","96","T-Shirt","Clothing","L","Pink","Winter","Maryland","Every 3 Months","14","2-Day Shipping","Paypal","False","False","Low","3.4"
"1720","45","Male","39","Sweater","Clothing","M","White","Winter","Maryland","Quarterly","8","Free Shipping","Venmo","False","False","Low","3.2"
"1721","25","Male","84","Shorts","Clothing","S","Beige","Winter","Massachusetts","Bi-Weekly","40","Express","Debit Card","False","False","Low","2.8"
"1722","34","Male","28","Jewelry","Accessories","S","Magenta","Spring","Delaware","Monthly","24","Free Shipping","Credit Card","False","False","Medium","4.3"
"1723","46","Male","51","T-Shirt","Clothing","L","Violet","Summer","Massachusetts","Fortnightly","14","Standard","Cash","False","False","Low","3.3"
"1724","70","Male","20","Scarf","Accessories","Xl","Gold","Spring","New York","Annually","39","Standard","Paypal","False","False","Low","3.3"
"1725","42","Male","72","Shoes","Footwear","S","Teal","Winter","Delaware","Weekly","21","Free Shipping","Paypal","False","False","Low","3.3"
"1726","45","Male","33","Sunglasses","Accessories","M","Indigo","Spring","Massachusetts","Quarterly","32","Next Day Air","Venmo","False","False","Low","3.0"
"1727","57","Male","28","Coat","Outerwear","S","Olive","Summer","Indiana","Weekly","45","Express","Debit Card","False","False","Low","2.8"
"1728","49","Male","53","Blouse","Clothing","S","Violet","Spring","Virginia","Monthly","19","Express","Paypal","False","False","Medium","4.0"
"1729","23","Male","48","Jeans","Clothing","L","Black","Fall","Wyoming","Every 3 Months","1","Express","Debit Card","False","False","Medium","4.3"
"1730","47","Male","21","Shorts","Clothing","M","Brown","Winter","Illinois","Fortnightly","12","Store Pickup","Venmo","False","False","Medium","3.8"
"1731","23","Male","22","Shirt","Clothing","S","Silver","Fall","Alabama","Weekly","26","Free Shipping","Credit Card","False","False","Medium","4.2"
"1732","21","Male","87","Backpack","Accessories","M","Gray","Fall","Idaho","Monthly","12","Next Day Air","Cash","False","False","Low","3.1"
"1733","45","Male","50","Belt","Accessories","S","Charcoal","Winter","Rhode Island","Every 3 Months","36","Free Shipping","Cash","False","False","Low","2.6"
"1734","67","Male","85","Blouse","Clothing","L","Black","Summer","New York","Annually","22","Express","Credit Card","False","False","Low","3.4"
"1735","31","Male","98","Jeans","Clothing","L","Brown","Spring","Missouri","Quarterly","16","Next Day Air","Paypal","False","False","Low","3.1"
"1736","58","Male","34","Dress","Clothing","M","Purple","Winter","Texas","Annually","31","Express","Venmo","False","False","Medium","3.6"
"1737","57","Male","61","Shorts","Clothing","M","Purple","Summer","Tennessee","Quarterly","43","2-Day Shipping","Cash","False","False","Low","2.6"
"1738","42","Male","98","Jewelry","Accessories","L","Gray","Summer","Ohio","Bi-Weekly","50","Store Pickup","Venmo","False","False","Medium","4.2"
"1739","60","Male","61","Handbag","Accessories","M","Green","Spring","Tennessee","Weekly","37","2-Day Shipping","Credit Card","False","False","Low","2.9"
"1740","21","Male","98","Jewelry","Accessories","L","Silver","Winter","Minnesota","Weekly","23","Express","Cash","False","False","Medium","4.2"
"1741","69","Male","21","Pants","Clothing","L","Charcoal","Fall","Wisconsin","Every 3 Months","10","Next Day Air","Bank Transfer","False","False","Low","3.3"
"1742","41","Male","51","Pants","Clothing","Xl","Teal","Winter","Delaware","Monthly","20","Next Day Air","Bank Transfer","False","False","Medium","3.6"
"1743","51","Male","80","Sandals","Footwear","Xl","White","Spring","Kansas","Every 3 Months","18","Express","Venmo","False","False","Medium","4.3"
"1744","23","Male","72","Skirt","Clothing","Xl","Brown","Winter","Missouri","Weekly","3","Standard","Bank Transfer","False","False","Low","3.3"
"1745","57","Male","63","Sunglasses","Accessories","L","Teal","Winter","Michigan","Weekly","23","Standard","Paypal","False","False","Low","3.0"
"1746","40","Male","27","Skirt","Clothing","L","Red","Winter","West Virginia","Weekly","27","Store Pickup","Cash","False","False","Medium","3.6"
"1747","65","Male","44","Handbag","Accessories","L","Brown","Summer","Alabama","Fortnightly","44","Store Pickup","Bank Transfer","False","False","Low","3.1"
"1748","61","Male","23","Coat","Outerwear","M","Yellow","Winter","New Hampshire","Quarterly","41","Express","Venmo","False","False","Low","2.9"
"1749","34","Male","93","Skirt","Clothing","L","Teal","Winter","Montana","Annually","41","2-Day Shipping","Bank Transfer","False","False","Medium","3.9"
"1750","43","Male","70","Hoodie","Clothing","L","Pink","Fall","Wyoming","Every 3 Months","36","2-Day Shipping","Debit Card","False","False","Low","3.2"
"1751","31","Male","85","Sunglasses","Accessories","M","White","Fall","Missouri","Every 3 Months","38","Express","Venmo","False","False","Low","3.1"
"1752","57","Male","40","Sweater","Clothing","M","Silver","Winter","Ohio","Annually","34","2-Day Shipping","Cash","False","False","Low","3.2"
"1753","34","Male","29","Boots","Footwear","L","Blue","Winter","South Dakota","Quarterly","14","Store Pickup","Venmo","False","False","Low","3.3"
"1754","25","Male","27","Skirt","Clothing","L","Black","Fall","Colorado","Fortnightly","23","Next Day Air","Credit Card","False","False","High","4.8"
"1755","66","Male","93","Dress","Clothing","S","Beige","Fall","Massachusetts","Fortnightly","18","2-Day Shipping","Credit Card","False","False","Medium","3.8"
"1756","56","Male","20","Belt","Accessories","Xl","Charcoal","Spring","Delaware","Monthly","45","Next Day Air","Cash","False","False","High","4.6"
"1757","49","Male","55","Jewelry","Accessories","S","Cyan","Fall","New Hampshire","Weekly","14","Free Shipping","Bank Transfer","False","False","Low","2.8"
"1758","19","Male","94","Dress","Clothing","L","Yellow","Fall","Michigan","Annually","48","Standard","Debit Card","False","False","Medium","3.6"
"1759","27","Male","56","Hat","Accessories","M","Silver","Winter","Pennsylvania","Bi-Weekly","17","Free Shipping","Venmo","False","False","Medium","4.3"
"1760","68","Male","58","Sweater","Clothing","L","Green","Spring","Louisiana","Weekly","1","Next Day Air","Paypal","False","False","Medium","4.0"
"1761","20","Male","44","Skirt","Clothing","Xl","Peach","Spring","Minnesota","Weekly","39","Standard","Paypal","False","False","Low","3.5"
"1762","21","Male","95","Hoodie","Clothing","S","Green","Fall","Hawaii","Weekly","24","2-Day Shipping","Cash","False","False","High","4.9"
"1763","36","Male","42","Sandals","Footwear","M","Brown","Summer","Idaho","Fortnightly","41","Express","Bank Transfer","False","False","Low","3.1"
"1764","37","Male","93","Jewelry","Accessories","M","Lavender","Winter","Vermont","Annually","28","Store Pickup","Paypal","False","False","Medium","3.9"
"1765","61","Male","56","Dress","Clothing","M","Charcoal","Summer","Delaware","Quarterly","34","Store Pickup","Venmo","False","False","Low","3.0"
"1766","68","Male","88","Hoodie","Clothing","M","Orange","Spring","New Mexico","Quarterly","41","2-Day Shipping","Venmo","False","False","Medium","4.1"
"1767","60","Male","54","Sweater","Clothing","S","Cyan","Winter","Alaska","Bi-Weekly","27","2-Day Shipping","Cash","False","False","Medium","4.3"
"1768","69","Male","89","Jewelry","Accessories","L","Lavender","Fall","Minnesota","Fortnightly","46","2-Day Shipping","Debit Card","False","False","Medium","3.8"
"1769","25","Male","45","Sandals","Footwear","M","Indigo","Summer","Nebraska","Every 3 Months","2","2-Day Shipping","Paypal","False","False","Medium","3.9"
"1770","32","Male","75","Socks","Clothing","L","Brown","Winter","Alaska","Monthly","45","Free Shipping","Cash","False","False","Medium","4.3"
"1771","53","Male","22","Backpack","Accessories","M","Pink","Fall","Michigan","Weekly","34","Express","Bank Transfer","False","False","Medium","4.3"
"1772","46","Male","82","Shirt","Clothing","Xl","Turquoise","Fall","Indiana","Annually","9","Store Pickup","Credit Card","False","False","High","4.7"
"1773","58","Male","34","Shoes","Footwear","M","Gold","Summer","Hawaii","Annually","1","2-Day Shipping","Bank Transfer","False","False","Low","3.1"
"1774","21","Male","92","Coat","Outerwear","M","Blue","Summer","West Virginia","Annually","17","Free Shipping","Paypal","False","False","Low","2.7"
"1775","46","Male","78","Sweater","Clothing","M","Lavender","Spring","New York","Weekly","6","Express","Paypal","False","False","Medium","3.7"
"1776","18","Male","47","Jacket","Outerwear","M","Violet","Spring","Iowa","Bi-Weekly","12","2-Day Shipping","Cash","False","False","Low","3.3"
"1777","56","Male","64","Jacket","Outerwear","L","Cyan","Summer","Arizona","Every 3 Months","10","Free Shipping","Venmo","False","False","Low","3.4"
"1778","18","Male","44","Sneakers","Footwear","L","Purple","Winter","Minnesota","Fortnightly","4","Free Shipping","Cash","False","False","High","4.7"
"1779","49","Male","94","Belt","Accessories","M","Red","Winter","Texas","Bi-Weekly","8","Store Pickup","Debit Card","False","False","High","4.9"
"1780","29","Male","62","Scarf","Accessories","M","Charcoal","Winter","Virginia","Weekly","41","Free Shipping","Venmo","False","False","Medium","4.3"
"1781","67","Male","81","Jewelry","Accessories","S","Gray","Summer","North Dakota","Weekly","49","Next Day Air","Credit Card","False","False","Medium","4.2"
"1782","31","Male","33","T-Shirt","Clothing","M","Pink","Fall","Iowa","Quarterly","49","Express","Bank Transfer","False","False","Medium","3.7"
"1783","52","Male","88","Pants","Clothing","M","Lavender","Fall","Utah","Fortnightly","40","Next Day Air","Bank Transfer","False","False","Low","2.7"
"1784","42","Male","49","Handbag","Accessories","L","Lavender","Winter","Ohio","Monthly","30","Free Shipping","Credit Card","False","False","Low","3.3"
"1785","32","Male","31","Backpack","Accessories","L","Yellow","Summer","Louisiana","Quarterly","4","Standard","Debit Card","False","False","High","4.8"
"1786","47","Male","29","Gloves","Accessories","S","Peach","Fall","Iowa","Monthly","22","Next Day Air","Venmo","False","False","Medium","4.1"
"1787","45","Male","34","Jacket","Outerwear","M","Brown","Spring","Maryland","Monthly","22","2-Day Shipping","Venmo","False","False","High","4.6"
"1788","20","Male","38","Sweater","Clothing","L","Gold","Fall","Montana","Quarterly","10","2-Day Shipping","Bank Transfer","False","False","High","4.9"
"1789","66","Male","41","Blouse","Clothing","L","Pink","Summer","Illinois","Bi-Weekly","23","Store Pickup","Cash","False","False","Low","3.1"
"1790","52","Male","34","Blouse","Clothing","L","Peach","Spring","Arizona","Quarterly","43","2-Day Shipping","Debit Card","False","False","Low","3.0"
"1791","50","Male","26","Gloves","Accessories","S","Violet","Summer","North Carolina","Bi-Weekly","31","Store Pickup","Paypal","False","False","Medium","3.7"
"1792","62","Male","98","Jeans","Clothing","S","Purple","Winter","Montana","Annually","38","Store Pickup","Cash","False","False","Medium","4.0"
"1793","38","Male","59","Sneakers","Footwear","M","Peach","Fall","Iowa","Every 3 Months","22","Express","Debit Card","False","False","Low","3.0"
"1794","65","Male","92","Hat","Accessories","S","White","Fall","Iowa","Every 3 Months","45","Store Pickup","Cash","False","False","Medium","3.8"
"1795","60","Male","40","Backpack","Accessories","L","Indigo","Spring","Ohio","Fortnightly","21","Express","Debit Card","False","False","Medium","3.7"
"1796","68","Male","20","Jeans","Clothing","S","Violet","Fall","Wisconsin","Fortnightly","9","2-Day Shipping","Debit Card","False","False","Medium","4.0"
"1797","62","Male","35","Skirt","Clothing","S","Brown","Spring","South Carolina","Weekly","34","Store Pickup","Venmo","False","False","Low","3.1"
"1798","62","Male","35","Belt","Accessories","L","Maroon","Spring","Oregon","Weekly","26","2-Day Shipping","Venmo","False","False","Medium","3.9"
"1799","40","Male","82","Dress","Clothing","L","Magenta","Winter","North Dakota","Weekly","1","Express","Cash","False","False","Medium","3.7"
"1800","32","Male","48","Hoodie","Clothing","M","Charcoal","Fall","California","Weekly","47","Express","Venmo","False","False","Medium","3.9"
"1801","22","Male","58","Coat","Outerwear","Xl","Indigo","Winter","Mississippi","Weekly","30","Express","Credit Card","False","False","Low","2.7"
"1802","33","Male","57","Sweater","Clothing","M","Turquoise","Spring","New Jersey","Fortnightly","48","Express","Debit Card","False","False","Medium","3.9"
"1803","57","Male","96","Shorts","Clothing","L","Turquoise","Winter","Rhode Island","Bi-Weekly","31","Store Pickup","Venmo","False","False","Low","2.6"
"1804","60","Male","97","Sneakers","Footwear","S","Gray","Summer","New Hampshire","Fortnightly","33","Free Shipping","Venmo","False","False","Low","3.5"
"1805","30","Male","42","Sweater","Clothing","L","Peach","Winter","Louisiana","Weekly","39","Next Day Air","Credit Card","False","False","Medium","4.4"
"1806","41","Male","62","T-Shirt","Clothing","L","Gold","Spring","Arizona","Weekly","46","Store Pickup","Debit Card","False","False","High","4.9"
"1807","58","Male","67","Handbag","Accessories","M","Green","Fall","Rhode Island","Annually","24","Standard","Venmo","False","False","Medium","3.9"
"1808","34","Male","46","Sneakers","Footwear","L","Gold","Summer","Vermont","Fortnightly","37","Standard","Venmo","False","False","Low","3.5"
"1809","67","Male","71","Jacket","Outerwear","M","Lavender","Spring","Tennessee","Monthly","7","Next Day Air","Debit Card","False","False","Medium","4.3"
"1810","58","Male","99","Backpack","Accessories","S","Blue","Fall","Alaska","Fortnightly","6","Free Shipping","Debit Card","False","False","Low","3.4"
"1811","41","Male","28","Jeans","Clothing","M","Magenta","Fall","Maryland","Bi-Weekly","16","Standard","Cash","False","False","Low","2.7"
"1812","42","Male","77","Belt","Accessories","L","Blue","Summer","Wisconsin","Annually","33","Standard","Bank Transfer","False","False","Medium","3.6"
"1813","50","Male","63","Boots","Footwear","S","Blue","Summer","Nevada","Bi-Weekly","18","Express","Paypal","False","False","High","4.9"
"1814","40","Male","62","Shorts","Clothing","M","Olive","Spring","Illinois","Weekly","24","Free Shipping","Paypal","False","False","Low","3.5"
"1815","32","Male","92","Jeans","Clothing","M","White","Summer","Montana","Quarterly","24","Free Shipping","Cash","False","False","Medium","3.8"
"1816","51","Male","72","Shoes","Footwear","L","White","Winter","New Mexico","Every 3 Months","48","2-Day Shipping","Credit Card","False","False","Medium","4.5"
"1817","26","Male","79","Hat","Accessories","M","Purple","Summer","Virginia","Weekly","4","Express","Cash","False","False","Medium","4.0"
"1818","32","Male","27","T-Shirt","Clothing","M","White","Summer","Delaware","Weekly","20","Free Shipping","Cash","False","False","High","4.7"
"1819","58","Male","39","Sunglasses","Accessories","M","White","Fall","North Carolina","Every 3 Months","47","Express","Debit Card","False","False","Medium","3.8"
"1820","51","Male","86","Socks","Clothing","S","Peach","Spring","Nevada","Quarterly","50","Next Day Air","Cash","False","False","Medium","4.5"
"1821","19","Male","94","Shirt","Clothing","Xl","Gold","Fall","Washington","Monthly","31","Express","Paypal","False","False","High","5.0"
"1822","57","Male","53","Shorts","Clothing","M","Teal","Spring","Maine","Quarterly","29","Express","Paypal","False","False","Low","2.8"
"1823","66","Male","85","Shirt","Clothing","S","Cyan","Summer","Connecticut","Annually","4","Standard","Cash","False","False","Medium","4.4"
"1824","62","Male","50","Socks","Clothing","L","Pink","Fall","Louisiana","Bi-Weekly","40","Free Shipping","Bank Transfer","False","False","High","4.7"
"1825","58","Male","47","Pants","Clothing","Xl","Magenta","Winter","Illinois","Monthly","31","Express","Cash","False","False","Medium","3.8"
"1826","23","Male","75","Boots","Footwear","M","Pink","Winter","South Dakota","Weekly","41","Next Day Air","Credit Card","False","False","High","4.9"
"1827","45","Male","60","T-Shirt","Clothing","M","Turquoise","Winter","Indiana","Annually","44","Express","Debit Card","False","False","Medium","4.2"
"1828","20","Male","36","T-Shirt","Clothing","S","Pink","Spring","Vermont","Weekly","31","2-Day Shipping","Bank Transfer","False","False","High","4.9"
"1829","33","Male","80","Coat","Outerwear","L","Gray","Spring","New Hampshire","Every 3 Months","45","Express","Cash","False","False","Medium","3.9"
"1830","30","Male","96","Hat","Accessories","M","White","Spring","Oregon","Quarterly","50","2-Day Shipping","Credit Card","False","False","High","4.9"
"1831","50","Male","80","Sunglasses","Accessories","M","Blue","Winter","Kansas","Annually","7","Express","Venmo","False","False","High","4.8"
"1832","62","Male","71","Blouse","Clothing","M","Cyan","Summer","Maine","Every 3 Months","5","Free Shipping","Bank Transfer","False","False","Low","3.3"
"1833","69","Male","29","Jewelry","Accessories","M","Blue","Fall","Louisiana","Monthly","48","Free Shipping","Cash","False","False","High","4.6"
"1834","34","Male","53","Jewelry","Accessories","M","Yellow","Spring","Louisiana","Fortnightly","19","2-Day Shipping","Paypal","False","False","Medium","4.5"
"1835","49","Male","35","Skirt","Clothing","M","Charcoal","Summer","Indiana","Fortnightly","39","2-Day Shipping","Venmo","False","False","Medium","4.1"
"1836","65","Male","75","Scarf","Accessories","M","Lavender","Fall","Kentucky","Quarterly","45","2-Day Shipping","Credit Card","False","False","Low","3.2"
"1837","66","Male","52","Pants","Clothing","M","Teal","Fall","South Carolina","Monthly","35","2-Day Shipping","Credit Card","False","False","Medium","4.2"
"1838","41","Male","77","Hat","Accessories","M","Beige","Winter","Montana","Monthly","8","Free Shipping","Venmo","False","False","High","4.8"
"1839","37","Male","24","Gloves","Accessories","L","Blue","Fall","Vermont","Quarterly","11","Next Day Air","Credit Card","False","False","Medium","4.1"
"1840","32","Male","78","Shirt","Clothing","Xl","Purple","Winter","Mississippi","Annually","32","Store Pickup","Cash","False","False","Medium","3.7"
"1841","42","Male","98","Sandals","Footwear","M","Gold","Winter","Wyoming","Every 3 Months","46","Store Pickup","Bank Transfer","False","False","Low","2.6"
"1842","31","Male","57","Socks","Clothing","L","Blue","Winter","Vermont","Every 3 Months","7","Standard","Paypal","False","False","Low","3.0"
"1843","61","Male","78","Handbag","Accessories","M","Black","Summer","Alabama","Annually","1","Express","Debit Card","False","False","Medium","4.4"
"1844","36","Male","76","Jacket","Outerwear","M","Charcoal","Fall","Kentucky","Monthly","32","Next Day Air","Credit Card","False","False","High","4.7"
"1845","60","Male","26","Shorts","Clothing","M","Purple","Spring","South Dakota","Annually","31","2-Day Shipping","Credit Card","False","False","Low","2.7"
"1846","51","Male","78","Sandals","Footwear","M","Orange","Winter","Delaware","Quarterly","39","2-Day Shipping","Bank Transfer","False","False","Low","2.8"
"1847","68","Male","53","Scarf","Accessories","M","Yellow","Summer","Wisconsin","Quarterly","9","Standard","Venmo","False","False","Low","2.9"
"1848","46","Male","100","Sandals","Footwear","Xl","Cyan","Summer","Arizona","Weekly","49","Free Shipping","Credit Card","False","False","Medium","4.4"
"1849","19","Male","73","Jeans","Clothing","Xl","Yellow","Winter","Maine","Every 3 Months","34","Express","Cash","False","False","Low","2.7"
"1850","30","Male","40","Skirt","Clothing","M","Maroon","Winter","New Mexico","Monthly","35","Store Pickup","Bank Transfer","False","False","Medium","4.5"
"1851","51","Male","76","Gloves","Accessories","S","Black","Winter","Wyoming","Weekly","50","Store Pickup","Debit Card","False","False","Low","2.8"
"1852","28","Male","80","Skirt","Clothing","S","Lavender","Fall","Delaware","Fortnightly","4","Free Shipping","Bank Transfer","False","False","Low","3.1"
"1853","41","Male","80","Sweater","Clothing","Xl","Violet","Winter","Pennsylvania","Weekly","32","Store Pickup","Cash","False","False","Medium","3.8"
"1854","29","Male","67","Blouse","Clothing","Xl","Olive","Spring","North Dakota","Fortnightly","11","Express","Paypal","False","False","Low","2.9"
"1855","25","Male","61","Sweater","Clothing","M","Teal","Spring","Kentucky","Annually","49","Express","Credit Card","False","False","Medium","3.8"
"1856","60","Male","76","Shirt","Clothing","Xl","Teal","Spring","Rhode Island","Annually","9","Standard","Cash","False","False","High","4.7"
"1857","63","Male","55","Jewelry","Accessories","Xl","Beige","Summer","Arizona","Bi-Weekly","30","Free Shipping","Paypal","False","False","Low","3.2"
"1858","51","Male","85","T-Shirt","Clothing","L","Maroon","Summer","Colorado","Monthly","33","Next Day Air","Cash","False","False","Medium","4.0"
"1859","22","Male","69","Scarf","Accessories","S","Peach","Spring","Maine","Annually","8","2-Day Shipping","Debit Card","False","False","High","4.9"
"1860","54","Male","26","Belt","Accessories","L","Beige","Summer","New Jersey","Fortnightly","29","Store Pickup","Debit Card","False","False","Medium","3.7"
"1861","18","Male","64","T-Shirt","Clothing","M","Silver","Summer","Kansas","Monthly","4","Next Day Air","Credit Card","False","False","High","4.8"
"1862","29","Male","60","Sneakers","Footwear","S","Peach","Fall","South Dakota","Monthly","19","Standard","Debit Card","False","False","Medium","3.6"
"1863","59","Male","36","Gloves","Accessories","M","Turquoise","Winter","New Hampshire","Fortnightly","10","Express","Paypal","False","False","High","4.6"
"1864","25","Male","21","Sandals","Footwear","L","Orange","Spring","Connecticut","Monthly","39","2-Day Shipping","Debit Card","False","False","Medium","4.3"
"1865","19","Male","72","Backpack","Accessories","S","Cyan","Fall","Wyoming","Quarterly","21","2-Day Shipping","Venmo","False","False","Low","3.2"
"1866","56","Male","62","Pants","Clothing","S","Silver","Summer","Missouri","Monthly","12","Store Pickup","Bank Transfer","False","False","Medium","3.8"
"1867","31","Male","44","T-Shirt","Clothing","Xl","Gold","Winter","Alaska","Fortnightly","9","Standard","Credit Card","False","False","Medium","4.2"
"1868","45","Male","52","Skirt","Clothing","M","Brown","Fall","Delaware","Quarterly","20","2-Day Shipping","Venmo","False","False","Low","3.4"
"1869","23","Male","58","Gloves","Accessories","M","Silver","Spring","Indiana","Fortnightly","44","Next Day Air","Cash","False","False","High","4.7"
"1870","18","Male","77","Blouse","Clothing","S","Beige","Spring","West Virginia","Every 3 Months","16","2-Day Shipping","Debit Card","False","False","Medium","3.9"
"1871","43","Male","99","Blouse","Clothing","L","Violet","Spring","Wyoming","Fortnightly","27","Store Pickup","Debit Card","False","False","Medium","4.3"
"1872","56","Male","96","Jeans","Clothing","Xl","Violet","Fall","Illinois","Every 3 Months","14","Standard","Cash","False","False","Low","2.7"
"1873","43","Male","64","T-Shirt","Clothing","M","Lavender","Summer","Alaska","Monthly","24","Standard","Credit Card","False","False","High","4.6"
"1874","64","Male","44","Sweater","Clothing","Xl","Red","Fall","Wisconsin","Weekly","49","Express","Bank Transfer","False","False","Low","2.9"
"1875","67","Male","33","Pants","Clothing","L","Purple","Fall","Indiana","Weekly","14","Free Shipping","Cash","False","False","Medium","3.6"
"1876","63","Male","71","Boots","Footwear","M","Brown","Winter","Tennessee","Quarterly","6","Next Day Air","Credit Card","False","False","Medium","3.9"
"1877","54","Male","36","Skirt","Clothing","M","Gray","Fall","Illinois","Quarterly","20","Standard","Venmo","False","False","Low","2.6"
"1878","69","Male","62","Gloves","Accessories","L","Pink","Fall","Pennsylvania","Annually","3","Express","Credit Card","False","False","Medium","3.6"
"1879","34","Male","29","Socks","Clothing","L","Magenta","Summer","Oklahoma","Monthly","5","Store Pickup","Credit Card","False","False","Low","3.4"
"1880","56","Male","33","T-Shirt","Clothing","L","Charcoal","Spring","Tennessee","Bi-Weekly","46","Express","Cash","False","False","Low","3.5"
"1881","34","Male","33","Blouse","Clothing","L","Yellow","Fall","New Jersey","Monthly","8","2-Day Shipping","Debit Card","False","False","Low","3.1"
"1882","58","Male","41","Blouse","Clothing","M","Red","Winter","New Jersey","Bi-Weekly","13","Standard","Cash","False","False","Medium","4.3"
"1883","44","Male","54","Scarf","Accessories","L","Blue","Winter","Tennessee","Quarterly","25","Store Pickup","Bank Transfer","False","False","High","5.0"
"1884","25","Male","58","Backpack","Accessories","M","Cyan","Spring","Georgia","Fortnightly","39","Store Pickup","Debit Card","False","False","High","4.9"
"1885","27","Male","30","Shorts","Clothing","S","Pink","Summer","Arizona","Bi-Weekly","15","Next Day Air","Bank Transfer","False","False","Medium","4.3"
"1886","26","Male","53","Jewelry","Accessories","S","Maroon","Winter","Nevada","Monthly","35","Standard","Cash","False","False","Medium","4.4"
"1887","18","Male","91","Gloves","Accessories","L","Beige","Spring","Arkansas","Bi-Weekly","46","Next Day Air","Cash","False","False","Medium","4.4"
"1888","64","Male","44","Hoodie","Clothing","Xl","Gold","Fall","North Dakota","Monthly","3","Express","Paypal","False","False","Low","3.5"
"1889","62","Male","89","Hoodie","Clothing","Xl","Turquoise","Winter","South Dakota","Weekly","48","Free Shipping","Credit Card","False","False","Low","3.4"
"1890","59","Male","57","Skirt","Clothing","L","Peach","Spring","North Carolina","Weekly","27","Next Day Air","Bank Transfer","False","False","Low","2.5"
"1891","36","Male","57","Sunglasses","Accessories","M","Lavender","Spring","Hawaii","Weekly","5","Store Pickup","Credit Card","False","False","Low","3.4"
"1892","69","Male","74","Jewelry","Accessories","M","Gray","Summer","New Hampshire","Quarterly","48","Next Day Air","Debit Card","False","False","Low","2.6"
"1893","39","Male","30","Jacket","Outerwear","M","Blue","Fall","California","Weekly","12","2-Day Shipping","Venmo","False","False","High","4.6"
"1894","28","Male","20","Dress","Clothing","L","Red","Summer","Delaware","Fortnightly","10","Express","Paypal","False","False","Medium","3.7"
"1895","42","Male","90","Hoodie","Clothing","M","Purple","Fall","Arizona","Bi-Weekly","48","Free Shipping","Debit Card","False","False","Low","2.5"
"1896","31","Male","61","Jeans","Clothing","L","Indigo","Fall","Washington","Monthly","3","Express","Debit Card","False","False","Medium","4.5"
"1897","57","Male","51","Sandals","Footwear","M","Gold","Fall","Nevada","Monthly","19","Standard","Venmo","False","False","Low","2.9"
"1898","53","Male","97","Sunglasses","Accessories","L","Teal","Winter","Alaska","Fortnightly","11","Free Shipping","Debit Card","False","False","Low","2.9"
"1899","59","Male","97","Pants","Clothing","L","Magenta","Fall","Texas","Monthly","25","Next Day Air","Venmo","False","False","Low","3.5"
"1900","32","Male","40","Shorts","Clothing","L","Maroon","Winter","New York","Weekly","42","Store Pickup","Paypal","False","False","Medium","4.2"
"1901","65","Male","85","Jewelry","Accessories","S","Blue","Summer","Iowa","Quarterly","34","Free Shipping","Cash","False","False","Low","3.3"
"1902","56","Male","76","Socks","Clothing","S","Beige","Winter","Arizona","Quarterly","50","Store Pickup","Cash","False","False","Medium","3.9"
"1903","31","Male","22","Sandals","Footwear","S","Olive","Spring","New Mexico","Monthly","21","Store Pickup","Venmo","False","False","High","5.0"
"1904","59","Male","63","Pants","Clothing","M","Gold","Summer","North Carolina","Weekly","37","Standard","Bank Transfer","False","False","Low","3.3"
"1905","22","Male","71","T-Shirt","Clothing","S","Silver","Spring","Nevada","Monthly","46","Free Shipping","Cash","False","False","Medium","4.2"
"1906","47","Male","35","Boots","Footwear","M","Teal","Summer","Idaho","Fortnightly","14","2-Day Shipping","Bank Transfer","False","False","High","4.9"
"1907","23","Male","30","Backpack","Accessories","M","Green","Spring","Vermont","Fortnightly","24","2-Day Shipping","Paypal","False","False","High","4.6"
"1908","69","Male","74","Skirt","Clothing","L","Orange","Fall","New Mexico","Every 3 Months","36","Store Pickup","Credit Card","False","False","High","4.8"
"1909","18","Male","71","Scarf","Accessories","Xl","Charcoal","Winter","Georgia","Bi-Weekly","19","Next Day Air","Debit Card","False","False","Low","2.7"
